group,STATEFP20,COUNTYFP20,TRACTCE20,GEOID,Census-Tract-Name,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,Lat,Long,Shape_Leng,TRACT_LBL2,Shape_Length,Shape_Area
110,53,33,7502,53033007502,75.02,Census Tract,G5020,S,315931,0,47.6176046,-122.3167930,7403.62929267,Tract 007502,7403.62929266713,3400503.55515719
111,53,33,7503,53033007503,75.03,Census Tract,G5020,S,187541,0,47.6138039,-122.3171870,6484.38948227,Tract 007503,6484.3894822822,2018614.36821662
112,53,33,7600,53033007600,76,Census Tract,G5020,S,571882,0,47.6218678,-122.3075858,9906.36833564,Tract 007600,9906.36833561174,6155389.388947
113,53,33,7700,53033007700,77,Census Tract,G5020,S,1058322,0,47.6191203,-122.2973516,15242.2097595,Tract 007700,15242.2097595573,11391208.2195917
114,53,33,7800,53033007800,78,Census Tract,G5020,S,2097740,3632914,47.6141558,-122.2810958,36419.0597735,Tract 007800,36419.0597734407,61681580.691892
115,53,33,7901,53033007901,79.01,Census Tract,G5020,S,267231,0,47.6144349,-122.3108156,7879.4043395,Tract 007901,7879.40433948863,2876299.50201145
116,53,33,7902,53033007902,79.02,Census Tract,G5020,S,431244,0,47.6143565,-122.3057243,9715.1208774,Tract 007902,9715.120877411,4641637.80000778
117,53,33,8002,53033008002,80.02,Census Tract,G5020,S,234314,0,47.6120898,-122.3453618,7998.38246588,Tract 008002,7998.38246587896,2522029.8083293
118,53,33,8003,53033008003,80.03,Census Tract,G5020,S,197152,0,47.6161316,-122.3495916,8720.9994215,Tract 008003,8720.99942149909,2122043.71129867
119,53,33,8004,53033008004,80.04,Census Tract,G5020,S,284626,526767,47.6150718,-122.3552018,16143.1813283,Tract 008004,16143.181328313,8733362.41649838
120,53,33,8101,53033008101,81.01,Census Tract,G5020,S,270324,277671,47.6074716,-122.3427956,11596.7020717,Tract 008101,11596.702071767,5898349.55525725
121,53,33,8102,53033008102,81.02,Census Tract,G5020,S,556705,91220,47.6052820,-122.3360120,15148.0967902,Tract 008102,15148.0967902168,6973948.96528769
122,53,33,8200,53033008200,82,Census Tract,G5020,S,375785,0,47.6102887,-122.3318896,9102.14034148,Tract 008200,9102.1403415072,4044773.82580453
123,53,33,8300,53033008300,83,Census Tract,G5020,S,237955,0,47.6118181,-122.3280064,8632.13489441,Tract 008300,8632.13489445719,2561276.49784751
124,53,33,8401,53033008401,84.01,Census Tract,G5020,S,250921,0,47.6123725,-122.3226009,9275.81826751,Tract 008401,9275.81826749947,2700766.60928313
125,53,33,8402,53033008402,84.02,Census Tract,G5020,S,145446,0,47.6148658,-122.3260059,5220.86848686,Tract 008402,5220.86848683917,1565507.71517253
126,53,33,8500,53033008500,85,Census Tract,G5020,S,450978,0,47.6049717,-122.3249555,9025.58161467,Tract 008500,9025.58161466898,4854121.31932314
127,53,33,8600,53033008600,86,Census Tract,G5020,S,711350,0,47.6071013,-122.3166895,11640.7206126,Tract 008600,11640.7206126426,7656616.62562949
128,53,33,8700,53033008700,87,Census Tract,G5020,S,732385,0,47.6059236,-122.3077909,11432.3842124,Tract 008700,11432.3842123549,7883013.16950106
129,53,33,8800,53033008800,88,Census Tract,G5020,S,948581,0,47.6073299,-122.2976324,13202.526857,Tract 008800,13202.5268569688,10210038.8581869
130,53,33,8900,53033008900,89,Census Tract,G5020,S,1270033,1798066,47.6010291,-122.2852290,27578.1734334,Tract 008900,27578.1734333766,33023503.5930814
131,53,33,9000,53033009000,90,Census Tract,G5020,S,855872,0,47.5980274,-122.3089020,14319.1029916,Tract 009000,14319.10299161,9212173.19679809
132,53,33,9100,53033009100,91,Census Tract,G5020,S,410621,0,47.5983847,-122.3217349,10608.3854115,Tract 009100,10608.3854115385,4419685.26591956
133,53,33,9200,53033009200,92,Census Tract,G5020,S,338451,154864,47.6004609,-122.3335323,13268.5892366,Tract 009200,13268.5892366226,5309810.06644261
134,53,33,9300,53033009300,93,Census Tract,G5020,S,9444110,639051,47.5771253,-122.3309360,49011.1866485,Tract 009300,49011.1866484861,108530722.949533
135,53,33,9400,53033009400,94,Census Tract,G5020,S,1686311,0,47.5880988,-122.3099702,18874.5831831,Tract 009400,18874.5831831263,18150625.675921
136,53,33,9500,53033009500,95,Census Tract,G5020,S,2597717,2916270,47.5783426,-122.2831943,35036.6654157,Tract 009500,35036.6654156824,59350038.3548424
137,53,33,9600,53033009600,96,Census Tract,G5020,S,1906922,1385222,47.5899898,-122.3882351,24828.047593,Tract 009600,24828.0475929891,35435085.6145577
138,53,33,9701,53033009701,97.01,Census Tract,G5020,S,1861358,1607123,47.5731929,-122.4101745,32892.4220378,Tract 009701,32892.4220378218,37333296.4040045
139,53,33,9702,53033009702,97.02,Census Tract,G5020,S,2220441,0,47.5719337,-122.3960103,28258.7625684,Tract 009702,28258.7625685093,23899907.426204
140,53,33,9801,53033009801,98.01,Census Tract,G5020,S,1004708,0,47.5762555,-122.3831430,13291.5490833,Tract 009801,13291.5490833089,10814248.9398137
141,53,33,9802,53033009802,98.02,Census Tract,G5020,S,922319,0,47.5672342,-122.3830567,12982.754934,Tract 009802,12982.7549339442,9927510.52308045
142,53,33,9900,53033009900,99,Census Tract,G5020,S,6565170,2370735,47.5794536,-122.3550326,47330.8254936,Tract 009900,47330.8254936307,96182325.0415955
143,53,33,10001,53033010001,100.01,Census Tract,G5020,S,2267156,60359,47.5673069,-122.3043618,25628.9245317,Tract 010001,25628.9245317068,25052474.6053177
144,53,33,10002,53033010002,100.02,Census Tract,G5020,S,948077,0,47.5765865,-122.3095716,13732.7653894,Tract 010002,13732.7653893922,10204645.6442297
145,53,33,10101,53033010101,101.01,Census Tract,G5020,S,871622,0,47.5657253,-122.2906975,15311.6567051,Tract 010101,15311.6567050539,9381810.13054067
146,53,33,10102,53033010102,101.02,Census Tract,G5020,S,1623225,2170065,47.5660585,-122.2688521,30706.1024251,Tract 010102,30706.1024250516,40829514.8326737
147,53,33,10200,53033010200,102,Census Tract,G5020,S,2795533,2076618,47.5564564,-122.2517138,32354.3585864,Tract 010200,32354.3585863597,52442196.7384167
148,53,33,10301,53033010301,103.01,Census Tract,G5020,S,1002658,0,47.5521545,-122.2805848,16924.3685148,Tract 010301,16924.3685147391,10792262.4648619
149,53,33,10302,53033010302,103.02,Census Tract,G5020,S,632167,0,47.5573770,-122.2858807,11267.2532001,Tract 010302,11267.2532000811,6804418.75053859
150,53,33,10401,53033010401,104.01,Census Tract,G5020,S,1629874,0,47.5532095,-122.2955875,17342.9302014,Tract 010401,17342.9302014133,17543421.0290587
151,53,33,10402,53033010402,104.02,Census Tract,G5020,S,1742871,0,47.5539478,-122.3101489,18925.0430066,Tract 010402,18925.0430065983,18759692.8948384
152,53,33,10501,53033010501,105.01,Census Tract,G5020,S,742016,0,47.5576235,-122.3801107,12490.0968039,Tract 010501,12490.0968038986,7986746.71531352
153,53,33,10502,53033010502,105.02,Census Tract,G5020,S,975912,0,47.5573014,-122.3896847,14546.1362419,Tract 010502,14546.136241938,10504351.3418466
154,53,33,10601,53033010601,106.01,Census Tract,G5020,S,1089233,0,47.5459808,-122.3816984,14458.8369487,Tract 010601,14458.8369486603,11724162.3238818
155,53,33,10602,53033010602,106.02,Census Tract,G5020,S,1505061,817134,47.5476919,-122.3967392,25295.5537043,Tract 010602,25295.5537042526,24995369.98677
156,53,33,10701,53033010701,107.01,Census Tract,G5020,S,1457384,3664,47.5451419,-122.3675265,21302.3651803,Tract 010701,21302.365180282,15726285.7226264
157,53,33,10702,53033010702,107.02,Census Tract,G5020,S,780115,0,47.5467996,-122.3730587,14935.9302412,Tract 010702,14935.9302412351,8396926.79304931
158,53,33,10800,53033010800,108,Census Tract,G5020,S,4140525,322633,47.5440342,-122.3498743,35902.6310473,Tract 010800,35902.6310474087,48039981.2289573
159,53,33,10900,53033010900,109,Census Tract,G5020,S,5389781,414929,47.5408335,-122.3175563,37197.0489207,Tract 010900,37197.0489207147,62480158.7970113
160,53,33,11001,53033011001,110.01,Census Tract,G5020,S,1080391,0,47.5384101,-122.2861704,16287.3553132,Tract 011001,16287.3553132083,11629041.073588
161,53,33,11002,53033011002,110.02,Census Tract,G5020,S,1719569,0,47.5405945,-122.2991995,22511.126765,Tract 011002,22511.1267650038,18508908.4572943
162,53,33,11101,53033011101,111.01,Census Tract,G5020,S,1136851,0,47.5394734,-122.2773089,15552.0743494,Tract 011101,15552.0743493787,12236718.08477
163,53,33,11102,53033011102,111.02,Census Tract,G5020,S,1303226,1143440,47.5424632,-122.2604403,27213.6174154,Tract 011102,27213.6174153264,26335224.9094931
164,53,33,11200,53033011200,112,Census Tract,G5020,S,2483779,139646,47.5296655,-122.3262393,26523.1992224,Tract 011200,26523.1992223997,28237858.9081906
165,53,33,11300,53033011300,113,Census Tract,G5020,S,3419308,42220,47.5273623,-122.3435690,27177.7501083,Tract 011300,27177.7501082778,37259033.8861389
166,53,33,11401,53033011401,114.01,Census Tract,G5020,S,1233155,0,47.5297061,-122.3620280,17478.0591594,Tract 011401,17478.0591593697,13273369.1432671
167,53,33,11402,53033011402,114.02,Census Tract,G5020,S,1186191,0,47.5206654,-122.3646254,17325.026274,Tract 011402,17325.0262739486,12767866.8524632
168,53,33,11500,53033011500,115,Census Tract,G5020,S,1538373,0,47.5301833,-122.3755330,19887.3089363,Tract 011500,19887.3089363126,16558652.752887
169,53,33,11601,53033011601,116.01,Census Tract,G5020,S,1554538,184845,47.5235901,-122.3885434,22018.3466053,Tract 011601,22018.3466052909,18722267.9729049
170,53,33,11602,53033011602,116.02,Census Tract,G5020,S,1565825,786358,47.5338344,-122.3952427,28931.9366916,Tract 011602,28931.9366915371,25318244.5125024
171,53,33,11700,53033011700,117,Census Tract,G5020,S,3515808,0,47.5201682,-122.2828633,29531.8332366,Tract 011700,29531.8332365768,37843428.373884
172,53,33,11801,53033011801,118.01,Census Tract,G5020,S,1160802,630417,47.5278065,-122.2655724,19919.6320005,Tract 011801,19919.6320004744,19280233.2324118
173,53,33,11802,53033011802,118.02,Census Tract,G5020,S,1139611,1037832,47.5187835,-122.2586613,21145.9270674,Tract 011802,21145.9270673704,23437535.0083897
174,53,33,11901,53033011901,119.01,Census Tract,G5020,S,1682374,0,47.5049971,-122.2650093,20466.2077876,Tract 011901,20466.2077876044,18108773.0924066
175,53,33,11902,53033011902,119.02,Census Tract,G5020,S,1580686,1217487,47.5100217,-122.2442425,34317.1012843,Tract 011902,34317.1012842348,30119075.6381559
176,53,33,12000,53033012000,120,Census Tract,G5020,S,1437048,0,47.5128928,-122.3806115,16728.8938804,Tract 012000,16728.8938803922,15468128.1950615
177,53,33,12100,53033012100,121,Census Tract,G5020,S,1739952,1380849,47.5075950,-122.3873799,30213.7772521,Tract 012100,30213.777252101,33591769.8055365
178,53,33,20100,53033020100,201,Census Tract,G5020,S,1766031,691541,47.7707111,-122.3873610,20599.7463716,Tract 020100,20599.7463715743,26450756.5057553
179,53,33,20200,53033020200,202,Census Tract,G5020,S,2591500,0,47.7716671,-122.3633577,21926.3970359,Tract 020200,21926.397035933,27892229.10116
180,53,33,20301,53033020301,203.01,Census Tract,G5020,S,1262275,35402,47.7719079,-122.3410989,15860.0552346,Tract 020301,15860.0552346526,13966806.3557267
181,53,33,20302,53033020302,203.02,Census Tract,G5020,S,1294795,10048,47.7673420,-122.3392599,15873.3360183,Tract 020302,15873.336018315,14044025.4796054
182,53,33,20401,53033020401,204.01,Census Tract,G5020,S,2313023,0,47.7708201,-122.3195433,25087.9681769,Tract 020401,25087.9681768591,24894950.9636072
183,53,33,20402,53033020402,204.02,Census Tract,G5020,S,2789589,0,47.7695042,-122.2970351,25234.6997476,Tract 020402,25234.699747624,30024263.1874975
184,53,33,20500,53033020500,205,Census Tract,G5020,S,2722041,0,47.7562524,-122.3138057,23368.0342219,Tract 020500,23368.0342218862,29297340.9772352
185,53,33,20600,53033020600,206,Census Tract,G5020,S,1980828,0,47.7559993,-122.3320996,19113.9590335,Tract 020600,19113.9590335298,21319644.7752169
186,53,33,20700,53033020700,207,Census Tract,G5020,S,1711190,0,47.7561637,-122.3473227,18658.0659794,Tract 020700,18658.0659794084,18417504.6622635
187,53,33,20800,53033020800,208,Census Tract,G5020,S,3299066,698711,47.7569770,-122.3716178,34662.8721441,Tract 020800,34662.8721441162,43028094.1229465
188,53,33,20900,53033020900,209,Census Tract,G5020,S,4540884,636482,47.7432786,-122.3639033,31796.8609969,Tract 020900,31796.8609968787,55724362.591817
189,53,33,21000,53033021000,210,Census Tract,G5020,S,2629269,5753,47.7396007,-122.3357847,21313.7621968,Tract 021000,21313.762196828,28360921.4994103
190,53,33,21100,53033021100,211,Census Tract,G5020,S,2619718,0,47.7412054,-122.3128854,21355.357747,Tract 021100,21355.3577469841,28196257.0582738
191,53,33,21300,53033021300,213,Census Tract,G5020,S,1784010,1204136,47.7402939,-122.2869560,28122.9353912,Tract 021300,28122.9353911457,32161666.5930577
192,53,33,21400,53033021400,214,Census Tract,G5020,S,3136342,265701,47.7507662,-122.2924491,36082.147323,Tract 021400,36082.1473229854,36616282.8097293
193,53,33,21500,53033021500,215,Census Tract,G5020,S,3457612,438417,47.7643848,-122.2737863,29077.8666091,Tract 021500,29077.8666091048,41932838.3501042
194,53,33,21600,53033021600,216,Census Tract,G5020,S,2863323,163654,47.7670311,-122.2582787,27105.7641717,Tract 021600,27105.7641716618,32579323.0468169
195,53,33,21701,53033021701,217.01,Census Tract,G5020,S,2573147,0,47.7709407,-122.2375721,28237.3096797,Tract 021701,28237.3096797054,27694634.4012223
196,53,33,21702,53033021702,217.02,Census Tract,G5020,S,3048769,0,47.7587336,-122.2334798,32303.0169265,Tract 021702,32303.0169265155,32813874.1685294
197,53,33,21802,53033021802,218.02,Census Tract,G5020,S,4892727,0,47.7674671,-122.1726224,30443.7742706,Tract 021802,30443.7742706219,52660251.4235625
198,53,33,21803,53033021803,218.03,Census Tract,G5020,S,3273126,0,47.7644399,-122.2145092,30494.0999767,Tract 021803,30494.0999767301,35228599.5750833
199,53,33,21804,53033021804,218.04,Census Tract,G5020,S,3100405,0,47.7657296,-122.1963089,25062.2978813,Tract 021804,25062.2978812217,33369564.4873891
200,53,33,21903,53033021903,219.03,Census Tract,G5020,S,3175189,10680,47.7176653,-122.1788517,31217.6299767,Tract 021903,31217.6299767379,34289992.6987003
201,53,33,21904,53033021904,219.04,Census Tract,G5020,S,3419305,0,47.7229154,-122.1615736,28648.8407091,Tract 021904,28648.8407090984,36802368.0634095
202,53,33,21905,53033021905,219.05,Census Tract,G5020,S,2683422,0,47.7430044,-122.1814339,32440.7943682,Tract 021905,32440.7943682099,28881810.2500466
203,53,33,21906,53033021906,219.06,Census Tract,G5020,S,3783792,0,47.7406439,-122.1648554,34159.3951094,Tract 021906,34159.395109327,40725250.1563259
204,53,33,22001,53033022001,220.01,Census Tract,G5020,S,4477540,0,47.7453001,-122.1988962,31914.7480283,Tract 022001,31914.748028304,48191982.0591436
205,53,33,22003,53033022003,220.03,Census Tract,G5020,S,2254686,0,47.7257721,-122.1984943,20529.0294481,Tract 022003,20529.0294480652,24267408.1634613
206,53,33,22005,53033022005,220.05,Census Tract,G5020,S,2421648,0,47.7116198,-122.1938925,22554.624257,Tract 022005,22554.6242569494,26064530.8919944
207,53,33,22006,53033022006,220.06,Census Tract,G5020,S,1409940,0,47.7043423,-122.1992669,20961.6197003,Tract 022006,20961.6197002773,15175432.1851534
208,53,33,22101,53033022101,221.01,Census Tract,G5020,S,3593797,1650543,47.7418845,-122.2559170,38132.9075737,Tract 022101,38132.9075736689,56445195.2067465
209,53,33,22102,53033022102,221.02,Census Tract,G5020,S,4679991,0,47.7424731,-122.2259260,36708.3447021,Tract 022102,36708.3447021527,50371036.3962674
210,53,33,22201,53033022201,222.01,Census Tract,G5020,S,2290376,0,47.7263403,-122.2320467,22881.3518875,Tract 022201,22881.3518874462,24651554.853844
211,53,33,22203,53033022203,222.03,Census Tract,G5020,S,3134027,691133,47.7078701,-122.2247809,30509.0629135,Tract 022203,30509.0629135274,41170871.6850694
212,53,33,22204,53033022204,222.04,Census Tract,G5020,S,1603105,0,47.7259013,-122.2150408,17859.9124512,Tract 022204,17859.9124511682,17254373.6864422
213,53,33,22205,53033022205,222.05,Census Tract,G5020,S,1010783,0,47.7124231,-122.2132077,19082.6264707,Tract 022205,19082.626470729,10879175.8863082
214,53,33,22300,53033022300,223,Census Tract,G5020,S,5071395,5537735,47.7138279,-122.2495245,49982.4726157,Tract 022300,49982.4726156833,114187691.185841
215,53,33,22401,53033022401,224.01,Census Tract,G5020,S,2402491,0,47.6938359,-122.1997778,26729.0038873,Tract 022401,26729.0038873421,25858472.9822035
216,53,33,22402,53033022402,224.02,Census Tract,G5020,S,2219492,4175839,47.6839644,-122.2157333,47140.8887513,Tract 022402,47140.8887513273,68834461.30345
217,53,33,22501,53033022501,225.01,Census Tract,G5020,S,2472567,0,47.6842794,-122.1881832,32099.2264188,Tract 022501,32099.2264187772,26612766.7703516
218,53,33,22502,53033022502,225.02,Census Tract,G5020,S,1264562,230572,47.6742256,-122.1993098,18974.077252,Tract 022502,18974.077251996,16092548.5319895
219,53,33,22603,53033022603,226.03,Census Tract,G5020,S,2888544,23234,47.6948197,-122.1716302,26446.4630516,Tract 022603,26446.463051603,31340046.4335947
220,53,33,22604,53033022604,226.04,Census Tract,G5020,S,2951989,0,47.6762219,-122.1739912,23941.2427797,Tract 022604,23941.2427797379,31773022.2292218
221,53,33,22605,53033022605,226.05,Census Tract,G5020,S,4726391,0,47.6914611,-122.1557449,38521.0667556,Tract 022605,38521.0667555801,50871154.8767952
222,53,33,22606,53033022606,226.06,Census Tract,G5020,S,2758122,27137,47.6689188,-122.1547915,22810.2687468,Tract 022606,22810.2687468207,29978533.9452536
223,53,33,22701,53033022701,227.01,Census Tract,G5020,S,1607170,600718,47.6548917,-122.2056786,27805.9306995,Tract 022701,27805.9306995523,23764203.2914977
224,53,33,22702,53033022702,227.02,Census Tract,G5020,S,2457576,0,47.6568498,-122.1942540,23068.8389163,Tract 022702,23068.838916272,26451623.5557364
225,53,33,22703,53033022703,227.03,Census Tract,G5020,S,4190224,0,47.6573020,-122.1758428,27473.1501742,Tract 022703,27473.1501741862,45100646.6816701
226,53,33,22802,53033022802,228.02,Census Tract,G5020,S,2660768,0,47.6634066,-122.1350036,22590.5938459,Tract 022802,22590.5938459042,28638582.7625539
227,53,33,22803,53033022803,228.03,Census Tract,G5020,S,4772681,0,47.6439330,-122.1312723,31450.7200691,Tract 022803,31450.7200691288,51369959.1084715
228,53,33,22804,53033022804,228.04,Census Tract,G5020,S,1021697,0,47.6379751,-122.1474819,15605.1283723,Tract 022804,15605.1283723302,10996859.3793437
229,53,33,22805,53033022805,228.05,Census Tract,G5020,S,3842917,0,47.6486766,-122.1547452,31213.3327922,Tract 022805,31213.3327922165,41362573.5904541
230,53,33,22901,53033022901,229.01,Census Tract,G5020,S,1485129,0,47.6366049,-122.1183889,19262.772358,Tract 022901,19262.7723580011,15984956.8630553
231,53,33,22902,53033022902,229.02,Census Tract,G5020,S,3537566,1705282,47.6403935,-122.1022780,40309.2950885,Tract 022902,40309.2950884954,56430605.7005845
232,53,33,23000,53033023000,230,Census Tract,G5020,S,3328634,2210425,47.6217389,-122.1029997,40860.4044281,Tract 023000,40860.4044281211,59619127.1356607
233,53,33,23100,53033023100,231,Census Tract,G5020,S,2529558,1838407,47.5973918,-122.1103224,39027.0870175,Tract 023100,39027.0870175433,47014456.0368191
234,53,33,23201,53033023201,232.01,Census Tract,G5020,S,1569244,0,47.6186878,-122.1376170,17999.4010479,Tract 023201,17999.4010478587,16890416.7929157
235,53,33,23202,53033023202,232.02,Census Tract,G5020,S,1491213,0,47.6178862,-122.1271368,17627.3305905,Tract 023202,17627.3305905325,16050581.3749956
236,53,33,23300,53033023300,233,Census Tract,G5020,S,3589674,248744,47.6003452,-122.1289619,28242.6465062,Tract 023300,28242.6465062301,41314720.1741669
237,53,33,23401,53033023401,234.01,Census Tract,G5020,S,3707558,0,47.5868216,-122.1468183,27632.0955851,Tract 023401,27632.0955850695,39906432.8675708
238,53,33,23403,53033023403,234.03,Census Tract,G5020,S,3354192,1962037,47.5805595,-122.1141855,38239.005627,Tract 023403,38239.0056270328,57221476.9417938
239,53,33,23404,53033023404,234.04,Census Tract,G5020,S,1838932,1746971,47.5669902,-122.0852231,31149.4662725,Tract 023404,31149.4662724886,38597233.8622991
240,53,33,23500,53033023500,235,Census Tract,G5020,S,2443751,0,47.5917924,-122.1734356,22264.058937,Tract 023500,22264.0589370322,26303329.6970436
241,53,33,23601,53033023601,236.01,Census Tract,G5020,S,4627061,0,47.6104071,-122.1717598,29796.0475214,Tract 023601,29796.0475213967,49803155.4593901
242,53,33,23603,53033023603,236.03,Census Tract,G5020,S,2017794,0,47.6173889,-122.1507628,19096.1496285,Tract 023603,19096.1496285121,21718387.5534525
243,53,33,23604,53033023604,236.04,Census Tract,G5020,S,2904411,0,47.5993994,-122.1538559,28206.690928,Tract 023604,28206.6909280277,31261558.4532721
244,53,33,23701,53033023701,237.01,Census Tract,G5020,S,4192703,0,47.6387236,-122.1767944,33123.1666963,Tract 023701,33123.1666962839,45127637.4207982
245,53,33,23702,53033023702,237.02,Census Tract,G5020,S,3498742,18268,47.6240320,-122.1710306,30960.08339,Tract 023702,30960.0833900089,37855022.1094443
246,53,33,23801,53033023801,238.01,Census Tract,G5020,S,3621819,0,47.5956791,-122.1891073,30707.2633655,Tract 023801,30707.2633655052,38983488.2657151
247,53,33,23805,53033023805,238.05,Census Tract,G5020,S,329175,0,47.6192553,-122.2016602,8010.15808015,Tract 023805,8010.15808016156,3543063.07638636
248,53,33,23806,53033023806,238.06,Census Tract,G5020,S,234791,0,47.6192524,-122.1925281,6730.33472146,Tract 023806,6730.33472146196,2527159.7824998
249,53,33,23807,53033023807,238.07,Census Tract,G5020,S,886421,0,47.6139313,-122.1999085,16374.271971,Tract 023807,16374.2719709827,9540923.01411708
250,53,33,23808,53033023808,238.08,Census Tract,G5020,S,308971,0,47.6119127,-122.1938322,7644.70566452,Tract 023808,7644.70566452314,3325575.26896521
251,53,33,23901,53033023901,239.01,Census Tract,G5020,S,2453360,1775304,47.5946966,-122.2087645,28381.1739002,Tract 023901,28381.1739002161,45515241.971441
252,53,33,23902,53033023902,239.02,Census Tract,G5020,S,2470250,2350308,47.5690000,-122.1887548,46265.6536823,Tract 023902,46265.6536823226,51886545.5954888
253,53,33,24001,53033024001,240.01,Census Tract,G5020,S,2811309,0,47.6320617,-122.1991210,24227.0852875,Tract 024001,24227.0852874855,30259245.7795392
254,53,33,24002,53033024002,240.02,Census Tract,G5020,S,1624655,240155,47.6183622,-122.2121125,25874.2512779,Tract 024002,25874.2512779204,20071712.8891992
255,53,33,24100,53033024100,241,Census Tract,G5020,S,4469122,1617421,47.6445756,-122.2199938,38389.1364401,Tract 024100,38389.1364400803,65511653.6897805
256,53,33,24200,53033024200,242,Census Tract,G5020,S,3704669,11442083,47.6348660,-122.2402688,74021.0088344,Tract 024200,74021.0088344411,163030283.430825
257,53,33,24301,53033024301,243.01,Census Tract,G5020,S,1381432,0,47.5820465,-122.2335430,18863.5886315,Tract 024301,18863.588631447,14869087.3622302
258,53,33,24302,53033024302,243.02,Census Tract,G5020,S,2778562,8215200,47.5926899,-122.2449557,55341.2452478,Tract 024302,55341.2452477323,118331585.003194
259,53,33,24400,53033024400,244,Census Tract,G5020,S,1670874,514968,47.5788389,-122.2131521,24081.0782015,Tract 024400,24081.078201492,23527457.069646
260,53,33,24500,53033024500,245,Census Tract,G5020,S,3838553,1901481,47.5664296,-122.2170417,41471.7646459,Tract 024500,41471.7646459008,61783541.0281967
261,53,33,24601,53033024601,246.01,Census Tract,G5020,S,3968267,2707956,47.5484570,-122.2237277,47332.6402429,Tract 024601,47332.6402428724,71860641.5187533
262,53,33,24602,53033024602,246.02,Census Tract,G5020,S,2893266,3542006,47.5311198,-122.2338107,36894.4307754,Tract 024602,36894.4307753752,69267586.3478451
263,53,33,24701,53033024701,247.01,Census Tract,G5020,S,2637026,0,47.5615487,-122.1806659,28692.3897951,Tract 024701,28692.3897950894,28383992.9260884
264,53,33,24703,53033024703,247.03,Census Tract,G5020,S,3750917,0,47.5280151,-122.1851357,29083.2014737,Tract 024703,29083.2014736603,40373925.8051887
265,53,33,24704,53033024704,247.04,Census Tract,G5020,S,2649459,804870,47.5396112,-122.1898817,37844.4448347,Tract 024704,37844.4448347252,37181338.2775362
266,53,33,24800,53033024800,248,Census Tract,G5020,S,3770491,0,47.5743868,-122.1520699,41309.8258697,Tract 024800,41309.8258696494,40583949.2451069
267,53,33,24901,53033024901,249.01,Census Tract,G5020,S,3024840,0,47.5633934,-122.1568428,26964.3722809,Tract 024901,26964.3722808594,32558183.1372526
268,53,33,24902,53033024902,249.02,Census Tract,G5020,S,2029991,0,47.5653697,-122.1337183,27975.803584,Tract 024902,27975.803584046,21849998.7614331
269,53,33,24904,53033024904,249.04,Census Tract,G5020,S,2083512,0,47.5461877,-122.1463703,32623.3431501,Tract 024904,32623.3431501,22426228.8744729
270,53,33,24905,53033024905,249.05,Census Tract,G5020,S,2880072,0,47.5542223,-122.1375616,34391.7167831,Tract 024905,34391.7167831415,31000015.4519457
271,53,33,25001,53033025001,250.01,Census Tract,G5020,S,3696779,28798,47.5379558,-122.1689468,40869.8326963,Tract 025001,40869.8326962735,40100945.4893545
272,53,33,25005,53033025005,250.05,Census Tract,G5020,S,7684828,0,47.5306824,-122.1466867,41530.765433,Tract 025005,41530.7654330633,82717483.4098617
273,53,33,25006,53033025006,250.06,Census Tract,G5020,S,22409780,0,47.5269279,-122.0986626,70104.8078699,Tract 025006,70104.8078698702,241213247.359075
274,53,33,25007,53033025007,250.07,Census Tract,G5020,S,4176855,0,47.5529149,-122.1054184,37654.6131384,Tract 025007,37654.6131384145,44958166.9644671
275,53,33,25008,53033025008,250.08,Census Tract,G5020,S,2260533,0,47.5638066,-122.1122579,23999.4196653,Tract 025008,23999.4196653224,24331506.1835113
276,53,33,25101,53033025101,251.01,Census Tract,G5020,S,2935516,0,47.5093920,-122.1549957,25224.0396611,Tract 025101,25224.0396611145,31597352.6519629
277,53,33,25103,53033025103,251.03,Census Tract,G5020,S,1599178,0,47.4947076,-122.1557587,20935.5605783,Tract 025103,20935.5605783454,17213368.063477
278,53,33,25104,53033025104,251.04,Census Tract,G5020,S,4632994,0,47.4992681,-122.1355354,31323.8097861,Tract 025104,31323.8097860703,49868953.4920153
279,53,33,25201,53033025201,252.01,Census Tract,G5020,S,1699715,0,47.5078428,-122.1923034,24984.6897965,Tract 025201,24984.6897964739,18295452.4554086
280,53,33,25202,53033025202,252.02,Census Tract,G5020,S,2767327,0,47.5121074,-122.1764378,28818.5702301,Tract 025202,28818.570230128,29786918.4020684
281,53,33,25302,53033025302,253.02,Census Tract,G5020,S,4025029,2443067,47.4920105,-122.2153547,59691.3383032,Tract 025302,59691.3383031504,69621863.2959355
282,53,33,25303,53033025303,253.03,Census Tract,G5020,S,1888021,0,47.4913584,-122.1998442,21125.0238213,Tract 025303,21125.023821284,20322458.3122619
283,53,33,25304,53033025304,253.04,Census Tract,G5020,S,1854877,2019824,47.5178634,-122.2078846,30252.2202671,Tract 025304,30252.2202671226,41706463.0002545
284,53,33,25401,53033025401,254.01,Census Tract,G5020,S,1199148,0,47.4977587,-122.1813358,18155.1262304,Tract 025401,18155.1262304215,12907432.6200184
285,53,33,25402,53033025402,254.02,Census Tract,G5020,S,1101467,0,47.4910343,-122.1867087,15119.4482513,Tract 025402,15119.4482513026,11856079.6819865
